"F_ID","Year","Nest_box","Survival","Num_recruited","April_hatch","Synchrony","Clutch_size","Age","Immigrant","beech","pop_size","Spring_temp","winter_temp","winter_precip_t","spring_precip_t","Round","Half_fall","R_pop_size","Spring_temp_max"
"608380",1963,"B96",1,0,1.33104921608493,0.156158826247189,0.756628490516024,2,1,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"B",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA12840",1962,"B159",1,0,1.19903315784619,-0.983845172747261,0.147778005062837,2,1,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"B",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA12840",1963,"B159",1,1,0.538952866652476,-0.820987458605197,-1.06992296584354,2,1,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"B",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA12840",1964,"B62A",1,0,1.19903315784619,1.62187825352577,-1.67877345129673,2,1,0,-0.858282684490422,-0.906159531350156,-1.0308492398207,-1.06080022111136,-0.0646671100267802,"B",-0.119432374167988,-0.446715755900271,-1.43926972220685
"BA12840",1965,"B161",1,0,1.59508133256241,2.11045139595196,0.147778005062837,2,1,0,-0.968524986100378,-0.785874891900399,0.0092959327548406,0.698208536340997,0.188720185134994,"B",-0.119432374167988,-0.692953843090545,-0.212242691510669
"608068",1961,"W79",1,0,-0.913223773973685,0.481874254531317,-1.06992296584354,2,0,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"W",-1.3459354591524,-1.07350361420279,1.24174471186272
"608068",1963,"W83",1,0,0.538952866652476,-0.820987458605197,0.147778005062837,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"W",1.24334883137024,-0.983962491588143,-0.578621578832459
"K53199",1961,"O80",1,0,-0.913223773973685,0.481874254531317,0.147778005062837,2,1,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"O",-1.3459354591524,-1.07350361420279,1.24174471186272
"608359",1961,"O57",1,0,-0.913223773973685,0.481874254531317,0.147778005062837,2,1,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"O",-1.3459354591524,-1.07350361420279,1.24174471186272
"608108",1961,"EX40",1,0,-0.649191657496201,0.807589682815446,-0.461072480390351,2,0,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"EX",-1.3459354591524,-1.07350361420279,1.24174471186272
"608108",1962,"EX42",1,0,0.274920750174992,-2.12384917174171,0.147778005062837,2,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"EX",2.06101755469318,-1.36451226270039,-1.46664906875204
"608108",1963,"EX40",1,0,0.935001041368702,-0.332414316179004,1.36547897596921,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"EX",1.24334883137024,-0.983962491588143,-0.578621578832459
"608433",1961,"B108",1,0,-0.121127424541233,1.4590205393837,-1.06992296584354,2,1,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"B",-1.3459354591524,-1.07350361420279,1.24174471186272
"607703",1961,"O72",1,0,-0.913223773973685,0.481874254531317,-0.461072480390351,2,0,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"O",-1.3459354591524,-1.07350361420279,1.24174471186272
"607703",1963,"O80",1,0,0.406936808413734,-0.983845172747261,0.147778005062837,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"O",1.24334883137024,-0.983962491588143,-0.578621578832459
"607378",1961,"EX62",1,0,-1.17725589045117,0.156158826247189,-1.67877345129673,2,0,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"EX",-1.3459354591524,-1.07350361420279,1.24174471186272
"608444",1961,"CP11",1,0,-0.385159541018717,1.13330511109957,-4.11417539310948,2,1,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"CP",-1.3459354591524,-1.07350361420279,1.24174471186272
"BA01767",1961,"B113",1,0,-1.04523983221243,0.319016540389253,0.756628490516024,1,0,0,-1.16451130007363,1.53191758167143,-0.744312432403026,0.727617251199135,-0.0646671100267802,"B",-1.3459354591524,-1.07350361420279,1.24174471186272
"BA01767",1962,"B112",1,0,1.19903315784619,-0.983845172747261,1.36547897596921,2,0,2,-1.44624162641019,-2.16606402394998,-4.01795404594581,-1.36959172712181,-0.462457917485049,"B",2.06101755469318,-1.36451226270039,-1.46664906875204
"BA01767",1963,"B112",1,0,0.538952866652476,-0.820987458605197,1.9743294614224,2,0,0,-1.17676044469696,-0.310904777346599,-0.978603549459412,-2.01106931996494,-0.334401972618346,"B",1.24334883137024,-0.983962491588143,-0.578621578832459
"BA01767",1964,"B113",1,1,0.14290469193625,0.319016540389253,1.9743294614224,2,0,0,-0.858282684490422,-0.906159531350156,-1.0308492398207,-1.06080022111136,-0.0646671100267802,"B",-0.119432374167988,-0.446715755900271,-1.43926972220685
